trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.5, 'e': 0.39455371037160114}",25,19,12.99082536061702,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.39258586553151836}",20,6,4.025763819676373,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.3906278353585211}",30,2,-13.294565929637635,"{0: 23, 1: 2, 2: 2, 3: 1, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.388679570901753}",20,0,-3.5306506745054294,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
189,False,"{'a': 0.5, 'e': 0.3867410234545012}",20,11,2.597465839670623,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.3848121445529785}",30,0,-13.305417014965688,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.38289288597511206}",20,3,-66.60433609184538,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
192,False,"{'a': 0.5, 'e': 0.38098319973933725}",20,0,-12.447965620988311,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.37908303810339883}",20,8,-4.832750908055688,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.37719235356315695}",30,7,21.30327756727403,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.37531109885139957}",30,6,-18.395377264538453,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.37343922693666093}",20,10,-5.791145565433336,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.3715766910220457}",20,5,5.714637933531355,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.369723444544059}",25,17,14.508118450327977,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.36787944117144233}",20,11,5.327583972864263,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.36604463480401533}",25,11,2.5363766508060834,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.3642189795715233}",25,9,18.66672219455058,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.3624024298324903}",20,3,19.995917186881925,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.3605949401730783}",35,4,-19.12432633152655,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 1}",1
204,False,"{'a': 0.5, 'e': 0.35879646540595167}",25,16,-16.790989711994015,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.3570069605691474}",25,8,1.8192788917425475,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.35522638092495157}",20,9,-19.06370188868016,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
207,False,"{'a': 0.5, 'e': 0.35345468195878016}",30,23,14.044376418142932,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.3516918193780669}",25,5,9.074725781419168,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.3499377491111554}",20,6,-0.14978182823893071,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.3481924273061976}",35,18,18.47365021444588,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.34645581033005746}",20,6,-77.63860011860842,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 2}",1
212,False,"{'a': 0.5, 'e': 0.34472785476722023}",20,0,-100.73963747364,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
213,False,"{'a': 0.5, 'e': 0.3430085174187067}",20,11,15.445164707454767,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.3412977553009937}",25,17,2.4088761816305397,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.33959552564493917}",25,3,22.821314013870975,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.33790178589471304}",25,15,-14.491792305407865,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.33621649370673334}",30,13,-46.897181830646474,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
218,False,"{'a': 0.5, 'e': 0.3345396069486076}",25,0,-14.772765053506884,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
219,False,"{'a': 0.5, 'e': 0.33287108369807955}",20,15,-32.52338762906097,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
220,False,"{'a': 0.5, 'e': 0.33121088224198103}",30,16,25.590612626916705,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.32955896107518906}",20,16,9.299352200838015,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.3279152788995886}",25,14,21.05599820986149,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.32627979462303947}",20,12,-36.187069612975876,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
224,False,"{'a': 0.5, 'e': 0.32465246735834974}",20,3,-31.213647531701152,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.3230332564222529}",30,17,-21.133268480280307,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.32142212133439135}",25,14,5.934954226608324,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.3198190218163039}",30,0,-140.6998613095009,"{0: 21, 1: 3, 2: 3, 3: 0, 4: 3}",0
228,False,"{'a': 0.5, 'e': 0.3182239177904191}",30,12,20.905770851268635,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.3166367693790532}",35,0,-18.544554091247537,"{0: 28, 1: 1, 2: 6, 3: 0, 4: 0}",0
230,False,"{'a': 0.5, 'e': 0.31505753690341337}",30,13,12.781991746396361,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.3134861808826053}",25,14,-2.437819729598213,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.31192266203264674}",20,9,-74.719496300166,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 2}",1
233,False,"{'a': 0.5, 'e': 0.31036694126548503}",20,13,11.271167896976312,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.30881897968801986}",20,8,22.80273580796301,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.30727873860113125}",30,19,-26.27491484199984,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.30574617949871175}",30,18,22.69044235008883,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.3042212640667041}",25,8,-45.97341711498477,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
238,False,"{'a': 0.5, 'e': 0.30270395418214285}",20,11,14.181570457582161,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.30119421191220214}",20,14,10.679925449153227,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.2996919995132463}",25,2,-19.2252561872822,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
241,False,"{'a': 0.5, 'e': 0.2981972794298874}",25,15,10.234810706964874,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.2967100142940453}",20,0,-4.498021031088501,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
243,False,"{'a': 0.5, 'e': 0.2952301669240142}",20,10,-24.47920890170179,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.2937577003235328}",20,10,1.8309939090272493,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.2922925776808594}",30,16,14.345415762759435,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.2908347623678516}",20,10,5.793371100654677,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.28938421793905067}",25,4,9.949296528144213,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.2879409081307703}",20,0,-6.330235052105493,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
249,False,"{'a': 0.5, 'e': 0.2865047968601901}",30,13,19.5991853372753,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.2850758482244536}",20,12,1.657029959057713,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.2836540264997704}",30,17,19.487349174599323,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.2822392961405233}",20,6,-16.19402641409308,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.2808316217783798}",35,1,23.587701563829224,"{0: 32, 1: 0, 2: 2, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.2794309682214073}",20,3,-30.638694879131464,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
255,False,"{'a': 0.5, 'e': 0.27803730045319414}",20,3,-0.9783128887192722,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.2766505836319734}",30,4,11.345613698373628,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.27527078308975234}",30,14,24.113924187128106,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.2738978643314456}",30,24,9.127745137918051,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.2725317930340126}",25,7,29.992503993444064,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.2711725350455999}",35,8,-12.514313186589707,"{0: 23, 1: 0, 2: 3, 3: 1, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.26982005638468687}",25,16,5.058827995078498,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.26847432323923665}",25,20,11.853012784456157,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.2671353019658504}",20,0,11.581264512373258,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.26580295908892665}",25,16,3.5393977181061205,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.26447726129982396}",20,14,12.976616217979323,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.2631581754560287}",30,18,-32.865839753608775,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
267,False,"{'a': 0.5, 'e': 0.261845668580326}",35,21,4.977518495124599,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.26053970785997566}",30,10,-3.017721253775804,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.2592402606458915}",25,17,12.236242729004468,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.2579472944518257}",35,21,27.872127806935424,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.2566607769535559}",25,7,-20.359078426229733,"{0: 15, 1: 1, 2: 0, 3: 2, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.25538067598807773}",20,3,-0.49228319329034087,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.25410695955280027}",20,9,-13.096683188440103,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.2528395958047465}",25,6,-3.052020302863959,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.2515785530597565}",25,1,15.65622365345608,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.2503237997916961}",20,5,11.794950603268108,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.2490753046316682}",20,2,5.838459054879246,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.24783303636722875}",20,13,14.767598325569843,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.24659696394160646}",20,7,18.46733896697983,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.24536705645292636}",25,6,0.18628901546793641,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.2441432831534371}",30,4,-0.005328415053148738,"{0: 22, 1: 1, 2: 3, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.24292561344874247}",20,12,11.123086292649454,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.24171401689703648}",35,7,26.089252189056822,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.24050846320834215}",30,13,2.2809356754937338,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.23930892224375455}",20,4,0.723416280756844,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.23811536401468703}",20,6,12.02936265118979,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.2369277586821218}",30,16,-64.72788740133656,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 1}",1
288,False,"{'a': 0.5, 'e': 0.23574607655586352}",20,1,19.58331527502175,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.23457028809379768}",20,8,23.051761983335513,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.23340036390115135}",35,15,22.067950820826486,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.23223627472975886}",20,8,18.697258031344052,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.2310779914773302}",20,10,11.90329471711255,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.22992548518672387}",20,8,8.78606026309643,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.22877872704522242}",25,3,21.06906697579907,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.22763768838381276}",20,8,17.74602672070403,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.22650234067646877}",20,3,-9.395981035218576,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
297,False,"{'a': 0.5, 'e': 0.22537265553943875}",25,0,27.277553201152763,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.22424860473053532}",20,11,16.760014334983932,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.22313016014842985}",25,14,21.11389817867721,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.2220172938319494}",25,13,0.9803972117858368,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.22090997795937822}",30,12,-1.0582637239266002,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.21980818484776168}",35,24,-21.63692764019405,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
303,False,"{'a': 0.5, 'e': 0.21871188695221477}",30,17,-12.177894887058658,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.21762105686523286}",20,16,6.745268690538394,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.21653566731600707}",25,5,32.65747907044229,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.21545569116974203}",35,5,-4.207437803905506,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",1
307,False,"{'a': 0.5, 'e': 0.21438110142697797}",20,12,3.5408418235069794,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.21331187122291526}",30,13,0.18766563423290572,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.21224797382674307}",20,2,16.24892842484987,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.21118938264097117}",25,8,-4.4411094710084935,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.21013607120076475}",20,7,-27.20431540271045,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
312,False,"{'a': 0.5, 'e': 0.20908801317328296}",25,7,30.67133706055165,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.20804518235702046}",25,18,12.943007425658204,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.20700755268115265}",20,11,-2.6681979807570944,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.20597509820488347}",20,0,29.71454921568385,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
316,False,"{'a': 0.5, 'e': 0.20494779311679734}",20,5,24.336816072123675,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.20392561173421345}",20,8,-4.647299513443229,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.2029085285025441}",25,19,8.524598832091144,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.2018965179946554}",20,6,5.699038062861154,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.20088955491023208}",25,8,6.740761550924706,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.1998876140751445}",20,16,6.310852093310391,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.19889067044081965}",25,19,4.753982413097162,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.19789869908361468}",30,13,21.71982953366892,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.19691167520419406}",20,3,4.736481529380093,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.19592957412690934}",20,8,24.936220382751877,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.19495237129918253}",20,12,15.202858985619276,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.19398004229089189}",20,4,17.005438926196295,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.19301256279376172}",20,2,22.17991069341503,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.1920499086207541}",20,0,-26.421041942176544,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
330,False,"{'a': 0.5, 'e': 0.19109205570546464}",20,0,29.343593113254755,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
331,False,"{'a': 0.5, 'e': 0.19013898010152053}",30,22,13.500193213995376,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.18919065798198204}",20,11,13.43806179634117,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.1882470656387468}",25,0,41.047750055077195,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
334,False,"{'a': 0.5, 'e': 0.18730817948195702}",20,11,2.7677510869432425,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.18637397603941}",20,8,14.053983769072495,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.18544443195597088}",20,12,17.3827517581462,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.1845195239929893}",20,8,7.954709557016251,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.1835992290277179}",25,13,-20.757849302789868,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
339,False,"{'a': 0.5, 'e': 0.18268352405273466}",30,16,25.308476117229965,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.1817723861753675}",25,7,5.557325619785933,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.1808657926171221}",20,11,3.606688114611395,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.17996372071311217}",20,0,25.90337935076949,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
343,False,"{'a': 0.5, 'e': 0.17906614791149325}",30,11,26.346277399741748,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.17817305177289844}",30,0,9.434739063174412,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
345,False,"{'a': 0.5, 'e': 0.17728440996987782}",20,0,33.11220526772079,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.17640020028634}",25,16,19.089479680084416,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.1755204006169969}",25,19,1.1094711313046843,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.17464498896681085}",30,12,21.582218248694762,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.17377394345044514}",30,20,17.886385783717202,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.1729072422917164}",20,13,13.456524512837852,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.17204486382305054}",25,1,34.30639780042943,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.17118678648494093}",25,13,19.98786735853282,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.17033298882540945}",20,11,2.5101565501575775,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.16948344949947008}",30,0,7.605685865884979,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
355,False,"{'a': 0.5, 'e': 0.16863814726859552}",25,3,19.254412726267674,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.16779706100018588}",30,13,18.792308428670577,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.16696016966704072}",30,21,16.97047158680972,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.16612745234683307}",20,11,6.363540811088753,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.16529888822158656}",20,13,15.202494435919892,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.16447445657715493}",20,0,7.368683138254499,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
361,False,"{'a': 0.5, 'e': 0.16365413680270408}",20,7,8.495949376660949,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.162837908390197}",30,11,-49.29164331865202,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 1}",1
363,False,"{'a': 0.5, 'e': 0.16202575093388077}",30,16,24.186793119829797,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.1612176441297768}",30,10,16.994459751774507,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.16041356777517277}",25,1,38.06347827611241,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.15961350176811803}",25,18,13.656294110376935,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.1588174261069207}",30,13,22.734430247230762,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.1580253208896478}",35,13,12.31507629573932,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.1572371663136276}",30,19,18.726514772978483,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
