trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.9900498337491681}",25,0,-99.45866747142098,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
2,False,"{'a': 0.5, 'e': 0.9851119396030626}",30,0,-127.79489768460675,"{0: 16, 1: 4, 2: 7, 3: 3, 4: 0}",0
3,False,"{'a': 0.5, 'e': 0.9801986733067553}",25,0,-128.5851711621374,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
4,False,"{'a': 0.5, 'e': 0.9753099120283326}",25,0,-142.97551712741185,"{0: 15, 1: 3, 2: 3, 3: 2, 4: 2}",0
5,False,"{'a': 0.5, 'e': 0.9704455335485082}",20,0,-95.771082259626,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
6,False,"{'a': 0.5, 'e': 0.9656054162575665}",20,0,-68.99638258883306,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
7,False,"{'a': 0.5, 'e': 0.9607894391523232}",30,3,-203.33852204481923,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 4}",1
8,False,"{'a': 0.5, 'e': 0.9559974818331}",30,0,-147.01791331764338,"{0: 18, 1: 5, 2: 4, 3: 1, 4: 2}",0
9,False,"{'a': 0.5, 'e': 0.951229424500714}",30,0,-102.04917015499804,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
10,False,"{'a': 0.5, 'e': 0.9464851479534838}",25,0,-186.05590744959636,"{0: 15, 1: 1, 2: 4, 3: 2, 4: 3}",0
11,False,"{'a': 0.5, 'e': 0.9417645335842487}",25,0,-229.64309048606884,"{0: 10, 1: 4, 2: 6, 3: 2, 4: 3}",0
12,False,"{'a': 0.5, 'e': 0.9370674633774034}",20,0,-29.31156879782997,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
13,False,"{'a': 0.5, 'e': 0.9323938199059483}",30,0,-182.26342502780068,"{0: 16, 1: 7, 2: 3, 3: 1, 4: 3}",0
14,False,"{'a': 0.5, 'e': 0.9277434863285529}",30,14,-86.14781370527521,"{0: 8, 1: 3, 2: 4, 3: 0, 4: 1}",1
15,False,"{'a': 0.5, 'e': 0.9231163463866358}",35,14,-47.09098901792611,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 1}",1
16,False,"{'a': 0.5, 'e': 0.9185122844014574}",20,0,-84.77457538332949,"{0: 12, 1: 0, 2: 6, 3: 2, 4: 0}",0
17,False,"{'a': 0.5, 'e': 0.9139311852712282}",25,0,-125.00835690998183,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
18,False,"{'a': 0.5, 'e': 0.9093729344682314}",25,0,-116.76210396708228,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
19,False,"{'a': 0.5, 'e': 0.9048374180359595}",25,10,-64.088895115223,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 1}",1
20,False,"{'a': 0.5, 'e': 0.9003245225862656}",35,0,-138.84552097637024,"{0: 21, 1: 5, 2: 7, 3: 1, 4: 1}",0
21,False,"{'a': 0.5, 'e': 0.8958341352965282}",20,0,-125.80236835038286,"{0: 8, 1: 4, 2: 6, 3: 1, 4: 1}",0
22,False,"{'a': 0.5, 'e': 0.8913661439068313}",20,0,-48.56142398867384,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
23,False,"{'a': 0.5, 'e': 0.8869204367171575}",20,0,-81.6351864919928,"{0: 11, 1: 0, 2: 9, 3: 0, 4: 0}",0
24,False,"{'a': 0.5, 'e': 0.8824969025845955}",30,0,-35.76738988175681,"{0: 22, 1: 4, 2: 4, 3: 0, 4: 0}",0
25,False,"{'a': 0.5, 'e': 0.8780954309205613}",20,0,-15.925026988901012,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
26,False,"{'a': 0.5, 'e': 0.8737159116880344}",25,0,-149.60632404344818,"{0: 13, 1: 1, 2: 8, 3: 2, 4: 1}",0
27,False,"{'a': 0.5, 'e': 0.8693582353988059}",30,5,-50.015200155279864,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",1
28,False,"{'a': 0.5, 'e': 0.8650222931107413}",30,0,-150.2487403637391,"{0: 21, 1: 2, 2: 3, 3: 1, 4: 3}",0
29,False,"{'a': 0.5, 'e': 0.8607079764250578}",20,2,-73.48975974125315,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
30,False,"{'a': 0.5, 'e': 0.8564151774836135}",20,0,-99.81519302257125,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
31,False,"{'a': 0.5, 'e': 0.8521437889662113}",25,0,-146.04884444574708,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
32,False,"{'a': 0.5, 'e': 0.8478937040879159}",30,0,-74.67135092772276,"{0: 19, 1: 4, 2: 6, 3: 1, 4: 0}",0
33,False,"{'a': 0.5, 'e': 0.8436648165963837}",25,0,-75.3906469680898,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
34,False,"{'a': 0.5, 'e': 0.8394570207692074}",20,0,-130.4969928407397,"{0: 12, 1: 1, 2: 2, 3: 4, 4: 1}",0
35,False,"{'a': 0.5, 'e': 0.835270211411272}",25,0,-101.07468061697845,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
36,False,"{'a': 0.5, 'e': 0.8311042838521256}",30,0,-122.6652673275199,"{0: 19, 1: 1, 2: 8, 3: 1, 4: 1}",0
37,False,"{'a': 0.5, 'e': 0.8269591339433623}",25,0,-140.74036340038145,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
38,False,"{'a': 0.5, 'e': 0.8228346580560184}",20,0,-135.7084086162417,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
39,False,"{'a': 0.5, 'e': 0.8187307530779818}",20,0,-109.51781582865304,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
40,False,"{'a': 0.5, 'e': 0.8146473164114145}",25,5,-71.9272838210452,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",1
41,False,"{'a': 0.5, 'e': 0.8105842459701871}",30,0,-181.64852348840202,"{0: 19, 1: 1, 2: 6, 3: 1, 4: 3}",0
42,False,"{'a': 0.5, 'e': 0.8065414401773269}",20,9,-39.74670281350161,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
43,False,"{'a': 0.5, 'e': 0.8025187979624785}",30,0,-81.36634572833516,"{0: 20, 1: 5, 2: 4, 3: 0, 4: 1}",0
44,False,"{'a': 0.5, 'e': 0.7985162187593771}",30,19,-14.604492797475325,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
45,False,"{'a': 0.5, 'e': 0.794533602503334}",25,0,-47.18651477715527,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
46,False,"{'a': 0.5, 'e': 0.7905708496287356}",20,0,-54.13604896670736,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
47,False,"{'a': 0.5, 'e': 0.7866278610665535}",20,0,-144.15508532941135,"{0: 9, 1: 5, 2: 3, 3: 1, 4: 2}",0
48,False,"{'a': 0.5, 'e': 0.7827045382418681}",25,2,-45.40825947080539,"{0: 17, 1: 3, 2: 1, 3: 2, 4: 0}",1
49,False,"{'a': 0.5, 'e': 0.7788007830714049}",20,0,-76.74819515941478,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
50,False,"{'a': 0.5, 'e': 0.774916497961081}",20,0,-59.164671797152025,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
51,False,"{'a': 0.5, 'e': 0.7710515858035663}",20,0,-17.391334104071365,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
52,False,"{'a': 0.5, 'e': 0.7672059499758557}",25,0,-145.65340496589707,"{0: 14, 1: 2, 2: 5, 3: 3, 4: 1}",0
53,False,"{'a': 0.5, 'e': 0.7633794943368531}",30,10,-93.24218154746255,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",1
54,False,"{'a': 0.5, 'e': 0.7595721232249685}",20,0,-130.49284721674204,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
55,False,"{'a': 0.5, 'e': 0.7557837414557255}",20,15,0.20650451061294017,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.5, 'e': 0.7520142543193826}",30,6,-28.54352426803771,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 0}",1
57,False,"{'a': 0.5, 'e': 0.7482635675785653}",20,13,0.8145925108358334,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
58,False,"{'a': 0.5, 'e': 0.7445315874659094}",20,3,-45.517956974589005,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
59,False,"{'a': 0.5, 'e': 0.7408182206817179}",25,2,-46.37527537851164,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 0}",1
60,False,"{'a': 0.5, 'e': 0.7371233743916278}",20,0,-37.74914703167972,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",1
61,False,"{'a': 0.5, 'e': 0.7334469562242892}",20,0,-132.91199556086391,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
62,False,"{'a': 0.5, 'e': 0.7297888742690568}",25,6,-44.57274714669332,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
63,False,"{'a': 0.5, 'e': 0.7261490370736909}",35,0,-168.97603956223386,"{0: 21, 1: 2, 2: 10, 3: 0, 4: 2}",0
64,False,"{'a': 0.5, 'e': 0.7225273536420722}",25,5,-25.82782134735836,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",1
65,False,"{'a': 0.5, 'e': 0.7189237334319262}",25,0,-101.36339182618572,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
66,False,"{'a': 0.5, 'e': 0.7153380863525599}",20,7,-61.57979796499515,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 1}",1
67,False,"{'a': 0.5, 'e': 0.7117703227626098}",30,1,-146.22151371924176,"{0: 20, 1: 3, 2: 2, 3: 1, 4: 3}",1
68,False,"{'a': 0.5, 'e': 0.7082203534678}",30,0,-90.11778907677571,"{0: 24, 1: 1, 2: 1, 3: 3, 4: 1}",0
69,False,"{'a': 0.5, 'e': 0.7046880897187134}",25,6,-41.79774838975729,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 1}",1
70,False,"{'a': 0.5, 'e': 0.7011734432085724}",30,0,-70.50167893833166,"{0: 23, 1: 1, 2: 3, 3: 3, 4: 0}",0
71,False,"{'a': 0.5, 'e': 0.697676326071031}",25,0,-85.56527177641537,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
72,False,"{'a': 0.5, 'e': 0.6941966508779789}",20,0,-83.34900795871047,"{0: 12, 1: 5, 2: 1, 3: 1, 4: 1}",0
73,False,"{'a': 0.5, 'e': 0.6907343306373547}",25,5,-61.86386462255686,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",1
74,False,"{'a': 0.5, 'e': 0.6872892787909722}",25,0,-185.3489774181478,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 4}",0
75,False,"{'a': 0.5, 'e': 0.6838614092123558}",25,0,-88.58985394029037,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
76,False,"{'a': 0.5, 'e': 0.6804506362045877}",20,2,-18.78955278202683,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 0}",1
77,False,"{'a': 0.5, 'e': 0.6770568744981647}",20,0,-75.77239645307642,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
78,False,"{'a': 0.5, 'e': 0.6736800392488677}",30,0,-97.29013170022954,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
79,False,"{'a': 0.5, 'e': 0.6703200460356393}",20,0,-35.941741076742325,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
80,False,"{'a': 0.5, 'e': 0.6669768108584744}",20,0,-135.37839967632277,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
81,False,"{'a': 0.5, 'e': 0.6636502501363194}",20,0,-203.7917728877351,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 4}",0
82,False,"{'a': 0.5, 'e': 0.6603402807049829}",30,0,-197.3777231734955,"{0: 18, 1: 3, 2: 3, 3: 3, 4: 3}",0
83,False,"{'a': 0.5, 'e': 0.6570468198150569}",20,0,-124.70638840179024,"{0: 8, 1: 4, 2: 6, 3: 1, 4: 1}",0
84,False,"{'a': 0.5, 'e': 0.6537697851298473}",20,0,-81.53375517481147,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",1
85,False,"{'a': 0.5, 'e': 0.6505090947233165}",25,15,-15.263555359802751,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.6472646670780347}",30,0,-168.74794937466373,"{0: 19, 1: 3, 2: 2, 3: 4, 4: 2}",0
87,False,"{'a': 0.5, 'e': 0.6440364210831414}",25,17,4.6930520082536376,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.5, 'e': 0.6408242760323188}",20,13,-1.319605449315572,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': 0.6376281516217733}",20,13,-9.041683969180234,"{0: 4, 1: 3, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.5, 'e': 0.6344479679482282}",20,13,-28.73619650823002,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
91,False,"{'a': 0.5, 'e': 0.631283645506926}",25,0,-17.278042567860478,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
92,False,"{'a': 0.5, 'e': 0.6281351051896408}",35,18,9.063350186352512,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.6250022682827008}",30,0,-49.45246931622757,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",1
94,False,"{'a': 0.5, 'e': 0.6218850564650201}",30,11,-69.25904746236294,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 0}",1
95,False,"{'a': 0.5, 'e': 0.6187833918061408}",30,0,-141.39436899963226,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
96,False,"{'a': 0.5, 'e': 0.6156971967642851}",20,14,-8.873569761613895,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.6126263941844161}",20,0,-130.73306538010863,"{0: 12, 1: 3, 2: 1, 3: 2, 4: 2}",0
98,False,"{'a': 0.5, 'e': 0.6095709072963093}",25,0,-54.945751373447685,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
99,False,"{'a': 0.5, 'e': 0.6065306597126334}",30,0,-96.4655157353289,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
100,False,"{'a': 0.5, 'e': 0.6035055754270405}",25,15,-17.206057555854798,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.600495578812266}",20,7,-24.50611032442336,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.5975005946182375}",20,1,-20.180012867156844,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
103,False,"{'a': 0.5, 'e': 0.5945205479701944}",20,0,-32.95003763974097,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
104,False,"{'a': 0.5, 'e': 0.5915553643668151}",20,8,-37.16411911670956,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.5886049696783552}",20,6,-40.76912750631687,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
106,False,"{'a': 0.5, 'e': 0.5856692901447939}",25,12,-86.52673262799294,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 2}",1
107,False,"{'a': 0.5, 'e': 0.5827482523739896}",20,1,-37.02537326175785,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.5798417833398464}",25,0,-136.48306080558353,"{0: 13, 1: 4, 2: 5, 3: 2, 4: 1}",0
109,False,"{'a': 0.5, 'e': 0.5769498103804866}",20,0,-89.82855469592826,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
110,False,"{'a': 0.5, 'e': 0.5740722611964361}",20,0,-23.949552586303767,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
111,False,"{'a': 0.5, 'e': 0.5712090638488149}",20,0,-29.941084478399617,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
112,False,"{'a': 0.5, 'e': 0.5683601467575404}",20,0,-3.720204677720179,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
113,False,"{'a': 0.5, 'e': 0.5655254386995371}",30,22,-0.27083447229904967,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.5627048688069557}",35,13,-44.22912144611663,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 1}",1
115,False,"{'a': 0.5, 'e': 0.559898366565402}",20,8,-5.55965846558422,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
116,False,"{'a': 0.5, 'e': 0.5571058618121739}",30,2,-82.0930861097257,"{0: 22, 1: 1, 2: 3, 3: 0, 4: 2}",1
117,False,"{'a': 0.5, 'e': 0.5543272847345071}",20,0,-48.34188054915167,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
118,False,"{'a': 0.5, 'e': 0.5515625658678298}",20,12,11.200332982020612,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.5488116360940265}",20,0,0.7766506191742595,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
120,False,"{'a': 0.5, 'e': 0.5460744266397094}",20,14,-1.3063255724194907,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.5433508690744998}",25,0,-34.83167570998458,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
122,False,"{'a': 0.5, 'e': 0.5406408953093166}",30,0,-79.0902342115386,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",1
123,False,"{'a': 0.5, 'e': 0.5379444375946745}",20,0,-20.06301434131877,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
124,False,"{'a': 0.5, 'e': 0.5352614285189903}",35,8,-127.6981880945847,"{0: 16, 1: 5, 2: 3, 3: 1, 4: 2}",1
125,False,"{'a': 0.5, 'e': 0.5325918010068972}",20,10,-9.511081093280808,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.5299354883175685}",30,17,4.865327957147971,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.5272924240430485}",25,0,-82.64070709189502,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
128,False,"{'a': 0.5, 'e': 0.5246625421065929}",25,0,-110.13140297921186,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
129,False,"{'a': 0.5, 'e': 0.522045776761016}",25,12,-19.10279863924199,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.5194420625870482}",20,1,-33.44109810303424,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
131,False,"{'a': 0.5, 'e': 0.5168513344916993}",30,10,-38.93720595426397,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
132,False,"{'a': 0.5, 'e': 0.5142735277066319}",20,5,-4.679413444644488,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.5117085777865424}",20,6,-37.09251611114848,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
134,False,"{'a': 0.5, 'e': 0.5091564206075492}",25,0,-121.33662951074511,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
135,False,"{'a': 0.5, 'e': 0.5066169923655897}",30,17,10.658865943678888,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.5040902295748255}",25,3,-101.02937153657639,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 2}",1
137,False,"{'a': 0.5, 'e': 0.5015760690660556}",30,9,-66.76975353981761,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 1}",1
138,False,"{'a': 0.5, 'e': 0.49907444798513595}",20,11,6.149449217991972,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.4965853037914095}",20,11,-2.436449332263569,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.49410857425614174}",25,0,-46.8882365488095,"{0: 18, 1: 3, 2: 2, 3: 2, 4: 0}",0
141,False,"{'a': 0.5, 'e': 0.49164419746096516}",25,8,-31.557736118400037,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
142,False,"{'a': 0.5, 'e': 0.48919211179633154}",25,5,-85.89367522211609,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",1
143,False,"{'a': 0.5, 'e': 0.4867522559599717}",25,15,-14.845476348909777,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.4843245689553625}",25,0,-85.33128599083003,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
145,False,"{'a': 0.5, 'e': 0.48190899009020244}",20,0,-21.68826316367648,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",0
146,False,"{'a': 0.5, 'e': 0.4795054589748941}",25,8,-3.2259452512713027,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.47711391552103444}",20,5,-14.2995725958737,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.47473429993991245}",20,0,19.106017042625677,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
149,False,"{'a': 0.5, 'e': 0.47236655274101474}",20,16,6.451064687569056,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.470010614730538}",25,0,-77.44660001248059,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
151,False,"{'a': 0.5, 'e': 0.46766642700990924}",20,11,14.127243955923412,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.4653339309743134}",20,6,-30.442805489948995,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
153,False,"{'a': 0.5, 'e': 0.46301306831122807}",25,1,-27.863609933733436,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.4607037809989658}",20,7,8.0692425589104,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.45840601130522357}",25,0,1.604968981344867,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
156,False,"{'a': 0.5, 'e': 0.45611970178563926}",20,0,25.836979405584167,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
157,False,"{'a': 0.5, 'e': 0.45384479528235583}",20,9,-27.478745068329786,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
158,False,"{'a': 0.5, 'e': 0.4515812349225922}",20,0,12.379022895275098,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
159,False,"{'a': 0.5, 'e': 0.44932896411722156}",25,5,-5.929907191448283,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.4470879265593564}",30,18,-74.80684531265231,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
161,False,"{'a': 0.5, 'e': 0.4448580662229411}",20,0,-26.88708664852751,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
162,False,"{'a': 0.5, 'e': 0.4426393273613511}",25,13,-47.604378082893135,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 1}",1
163,False,"{'a': 0.5, 'e': 0.44043165450599925}",25,13,-32.11146901264131,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
164,False,"{'a': 0.5, 'e': 0.43823499246494924}",25,9,8.665817000828769,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.43604928632153556}",25,0,-9.264508854825786,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
166,False,"{'a': 0.5, 'e': 0.43387448143299095}",35,8,-29.939263050476022,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 1}",1
167,False,"{'a': 0.5, 'e': 0.43171052342907973}",20,0,-19.336545612270797,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
168,False,"{'a': 0.5, 'e': 0.4295573582107392}",20,7,-65.34395330647209,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 1}",1
169,False,"{'a': 0.5, 'e': 0.4274149319487267}",30,7,-78.39364683353287,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 2}",1
170,False,"{'a': 0.5, 'e': 0.42528319108227414}",20,12,-3.6893926456595434,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.4231620823177488}",20,14,11.865070047176133,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.4210515526273212}",20,15,9.18965359672626,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.418951549247639}",20,10,-11.65883955170884,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.41686201967850844}",20,0,-0.008923359988205704,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
175,False,"{'a': 0.5, 'e': 0.4147829116815814}",25,18,-28.645194745117635,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
176,False,"{'a': 0.5, 'e': 0.4127141732790497}",30,19,5.822165914025282,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.4106557527523455}",20,11,-7.944596521933587,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.40860759864084845}",25,0,-36.426487449756664,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
179,False,"{'a': 0.5, 'e': 0.4065696597405991}",20,1,-96.07771935213457,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 1}",1
180,False,"{'a': 0.5, 'e': 0.4045418851030188}",20,11,1.0585222286296794,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.40252422403363597}",25,2,-98.69535308738811,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 2}",1
182,False,"{'a': 0.5, 'e': 0.40051662609081884}",20,13,11.216038009974824,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.3985190410845142}",20,3,-19.53406177926147,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.39653141907499284}",25,0,-39.10884167860122,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
